ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Motility
13141,,"DSM 18862, IAM 1603, CCUG 12536, JCM 2777, CIP 106744, IFO 12693, AJ 2173, CGMCC 1.1792, LMG 21611, NBRC 12693",1,Pseudomonas azotoformans,GCA_001870415,1
13189,a390,"DSM 26532, CECT 7720, LMG 25716",1,Pseudomonas baetica,GCA_002813455,1
13054,SP1402,"DSM 6083, CIP 105297, CCUG 44595",1,Stutzerimonas balearica,GCA_000818015,1
13188,1477,"DSM 8628, CIP 109857",1,Pseudomonas benzenivorans,GCA_900100495,1
13131,R-20821,"CCUG 53773, DSM 17834, LMG 23199, CIP 109375",1,Pseudomonas borbori,GCA_900115555,1
13019,8-H,"DSM 19620, ATCC 33662, CIP 106717, NCIMB 9401, NRRL B-550, CCUG 3365, JCM 13306, BCRC 15823, LMG 979",1,Pseudomonas boreopolis,GCA_014654535,0
13068,"DBK11, DBK 11","DSM 13227, CFBP 11706, CCUG 51508, JCM 11938, CIP 107059, CFBP 5593",1,Pseudomonas brassicacearum,GCA_008801605,1
13087,97-391,"DSM 15294, CFML 93-391, CIP 106646, CCUG 51514, JCM 13307, CFML 97-391",1,Pseudomonas brenneri,GCA_007858285,1
159168,"FL-M/Ps 38, TH39","DSM 107390, LMG 30830",1,Pseudomonas bubulae,GCA_900618535,1
13175,HY-14,"DSM 24390, CCTCC AB 208156, KCTC 22292",1,Denitrificimonas caeni,GCA_000421765,1
133410,2-92,"LMG 28499, DOAB 798",1,Pseudomonas canadensis,GCA_000503215,1
13052,L01,"DSM 16822, CFBP 2341, CIP 106140, ICMP 2823, LMG 5096, NCPPB 1437, CCUG 51523",1,Pseudomonas cannabina,GCA_001400175,1
13143,ENA-328,"DSM 21109, CFBP 3204, ICMP 2855, NCPPB 1873, CCUG 32775, ATCC 33615, LMG 2152, CIP 106736, NCPPB 1823, ICPB PC138",1,Pseudomonas caricapapayae,GCA_001400735,1
13119,,"DSM 17516, CIP 105541, CFML 96-198",1,Pseudomonas cedrina,GCA_001983175,0
13159,,"DSM 19603, ATCC 33663, CIP 106718, LMG 21630, NCIMB 10068",1,Pseudomonas chlororaphis subsp. aurantiaca,GCA_003851835,1
13181,JF3835,"DSM 21509, NCIMB 14478, CIP 110232",1,Pseudomonas chlororaphis subsp. piscium,GCA_001269555,1
12817,PC 1,"DSM 50259, ATCC 10857, CCUG 32776, NCPPB 943, LMG 2162, ATCC 19303, ATCC 19474, CIP 106704, NRRL B-832, ICPB PC1",1,Pseudomonas cichorii,GCA_015471425,1
13144,PC1,"DSM 21306, ATCC 33616, CCM 2888, CCUG 18839, CIP 106723, ICMP 8561, LMG 2167, NCPPB 2982, JCM 13362, CIP 105155, LMG 21719",1,Xanthomonas cissicola,GCA_002019225,1
12823,,"DSM 50332, ATCC 13674, CIP 104381, CCUG 17933, LMG 18378, NRRL B-2504, CFBP 5585, JCM 13426, BCRC 14345, IAM 15129, JCM 21587, KACC 10776, KCTC 12148, NBRC 103043, NCIMB 12783",1,Pseudomonas citronellolis,GCA_002091555,0
13085,P538/23,"DSM 14939, LMG 21466, CCUG 51513, CFBP 7019, CIP 108180",1,Pseudomonas congelans,GCA_900103225,1
13044,939/1,"DSM 7228, ATCC 29736, NCPPB 2445, CIP 105514, CFBP 2431",1,Pseudomonas corrugata,GCA_001269905,1
13109,KS 0031,"DSM 17059, AJ 2127, IFO 16634, JCM 11246, NRIC 0181, CCUG 53878, NBRC 16634, JCM 20204, BCRC 17510, CIP 107616, DSM 10759, IAM 1541, LMG 24039, LMG 27905",1,Pseudomonas cremoricolorata,GCA_000425745,1
13172,"1N, 1NT A.E. Escalante","DSM 23418, CIP 109853, LMG 24676, CCM 7899",1,Pseudomonas cuatrocienegasensis,GCA_900110925,1
13153,RLD-1,"DSM 18900, CCUG 55753, CCM 7361, MTCC 7601, CIP 109527",1,Pseudomonas delhiensis,GCA_900099945,0
13163,HR2,"DSM 21419, CGMCC 1.6858, KCTC 22129",1,Pseudomonas duriflava,GCA_007830155,0
166232,RD25,"LMG 30152, CECT 9373",1,Pseudomonas edaphica,GCA_005863185,1
13177,"14-3, BM, CT14-3, CT 14-3","DSM 17835, CIP 109839, CCM 7898",1,Pseudomonas extremaustralis,GCA_007858235,1
13091,FEB RAS,"DSM 15824, KMM 3447, LMG 19695, CCUG 51517, CIP 107815",1,Pseudomonas extremorientalis,GCA_001870465,1
13060,B62,"DSM 12071, NCPPB 3063, CCUG 49622, CIP 104204, ATCC 51555, LMG 18387, CFBP 5586, JCM 21586, IAM 15128, ICMP 13539, NBRC 103044",1,Pseudomonas flavescens,GCA_002091575,1
13170,78-123,"DSM 25351, CGMCC 1.1365, JCM 14085, CCUG 59930, CECT 7766",0,Pseudomonas flexibilis,GCA_000806415,1
158761,GEV388,"LMG 30013, ATCC TSD-90, CIP 111601",1,Pseudomonas floridensis,GCA_002087235,1
134568,B10,"CIP 106483, ATCC 948, IFO 3903, CCEB 295, NCIMB 9493, CCUG 1254, ATCC 11251, JCM 13058, BCRC 10304, IAM 12001, JCM 20338, LMG 5822, NBRC 3903, NCPPB 1601, NRRL B-10, NRRL B-253, VKM B-1470",0,Pseudomonas fluorescens,GCA_001414285,1
158598,ASS-1,"KCTC 52437, CCM 8778",1,Pseudomonas fluvialis,GCA_002234375,1
133985,CC-CY503,"BCRC 80437, JCM 18415",1,Halopseudomonas formosensis,GCA_900115905,1
13126,,"DSM 17717, IAM 1529, IFO 16637, JCM 11242, NRIC 0180, CCUG 50780, CIP 106765, CIP 106819, ATCC 31418, LMG 11722, NBRC 16637, JCM 20202, BCRC 11058, BCRC 17506, CCUG 106765, KACC 10774, KACC 10795, AJ 2219",1,Pseudomonas fulva,GCA_000621265,1
12966,KF707,"DSM 10086, NBRC 110670",1,Pseudomonas furukawaii,GCA_000262065,1
13110,,"CCUG 43164, DSM 17152, CCM 4986, CFML 95-251, CIP 105469",1,Pseudomonas gessardii,GCA_001983165,0
166380,MS586,"NRRL B-65441, LMG 30275",1,Pseudomonas glycinae,GCA_001594225,1
13062,"P 294/08, P294/08","DSM 11363, CCUG 51504, CIP 105897, CCM 8843",1,Pseudomonas graminis,GCA_900111735,1
13118,,"DSM 17515, CIP 106645, CCUG 52345, ATCC BAA-140, CCM 7501, CFML 97-514, KCTC 12213",1,Pseudomonas grimontii,GCA_007858185,1
130575,SgZ-6,"DSM 100318, CCTCC AB 2012022, KACC 16606",1,Pseudomonas guangdongensis,GCA_900105885,1
24440,PCAVU11,"DSM 28410, CECT 8262, LMG 27394",1,Pseudomonas guariconensis,GCA_900102675,1
133945,CC-G9A,"BCRC 80438, JCM 18416",1,Pseudomonas guguanensis,GCA_900104265,1
13161,M8,"DSM 21282, CECT 7231, LMG 24016",1,Pseudomonas guineae,GCA_900113745,1
132436,WS 4917,"DSM 29165, LMG 28433",1,Pseudomonas helleri,GCA_001043025,1
164413,WCHPs060044,"JCM 32907, CCTCC AB 2018120, CNCTC 7663, GDMCC 1.1396",1,Pseudomonas huaxiensis,GCA_003231275,1
13071,,"DSM 14015, CIP 107714, MTCC 3713, CCUG 51511, IMT 37, JCM 21544, IAM 15083, NBRC 103045, TBRC 7233",1,Pseudomonas indica,GCA_002091635,1
13111,,"DSM 17150, CCM 4840, CFML 95-307, CIP 105274, CCUG 42059, ATCC 700870",1,Pseudomonas jessenii,GCA_002236115,1
166137,JS15-10A1,"CGMCC 1.16072, LMG 30036",1,Pseudomonas jilinensis,GCA_003586265,1
13100,,"CCUG 69580, DSM 16612, KACC 10760, LMG 21316, Pss 26, JCM 21621, IAM 15166, NBRC 103047, CIP 108617",1,Pseudomonas jinjuensis,GCA_002091655,1
164545,BML3,"JCM 33395, DMS 109244, DSM 109244",1,Pseudomonas juntendi,GCA_009932375,1
166132,TBZ2,"LMG 29674, KCTC 52410",1,Pseudomonas khazarica,GCA_004521985,1
13070,520-20,"DSM 13647, CFBP 5372, JCM 11939, CIP 107321",1,Pseudomonas kilonensis,GCA_001269885,1
13155,B13,"DSM 6978, CCUG 54928, CIP 109584, DSM 624, LMG 23759",1,Pseudomonas knackmussii,GCA_000689415,1
13097,Ps 9-14,"DSM 16610, KACC 10848, LMG 21318, CCUG 51519, JCM 14769, CIP 108616",1,Pseudomonas koreensis,GCA_008801535,1
24442,HL22-2,"DSM 25974, CGMCC 1.12273, CIP 110808",1,Stutzerimonas stutzeri,GCA_024397575,1
140299,WS 4992,"DSM 29167, LMG 28435",1,Pseudomonas lactis,GCA_001439845,1
167657,P5773,"CCM 8849, LMG 30618T, LMG 30618",1,Pseudomonas leptonychotis,GCA_004920405,1
13112,,"CCUG 43190, DSM 17149, CCM 4841, CFML 96-195, CIP 105460",1,Pseudomonas libanensis,GCA_001439685,1
13106,"DLE411J, D-LE411J","CCUG 51522, DSM 16768, CCM 7692, CFBP 5737, ICMP 14138, CIP 107460",1,Pseudomonas lini,GCA_001042905,1
13186,2SM5,"DSM 26168, CECT 7670, KCTC 23093",1,Halopseudomonas litoralis,GCA_900105005,1
13017,"573, 138","DSM 6252, ATCC 49968, CCM 3503, CIP 103272, CCUG 18757",1,Pseudomonas lundensis,GCA_001042985,1
13092,"P 513/18, P513/18","DSM 15835, CIP 109623, LMG 21995",1,Pseudomonas lurida,GCA_002563895,1
13114,OK2,"DSM 17257, CECT 5822, LMG 21974, CCM 8844",1,Pseudomonas lutea,GCA_000759445,1
13045,"4239, KS 0921","DSM 6975, ATCC 43273, IAM 1300, JCM 3352, CCUG 37974, LMG 7041, IAM 13000, CIP 102995, LMG 8814, NBRC 103146",1,Pseudomonas luteola,GCA_002091675,0
13134,,"DSM 17967, ATCC 700871, CCUG 42058, CIP 105273, CCM 4842, CFML 95-303, JCM 21619, IAM 15164, NBRC 103147",1,Pseudomonas mandelii,GCA_002091695,1
164180,,"JCM 32061, TBRC 7080, DMKU BBB3-04",1,Pseudomonas mangiferae,GCA_007109405,1
12863,CIBP,"DSM 13124, ATCC 10844, NCPPB 667, CCUG 51507, LMG 2215, CFBP 1387, CFBP 2037, CIP 106712, CCTM 1894, CECT 229, LMG 2210, LMG 6434 (t2), NCAIM B.01279, CCEB 764, PD 1557, PDDCC 3553",1,Pseudomonas marginalis,GCA_007858155,0
13162,,"DSM 23972, JCM 14761, NRIC 0729, CCUG 59022, KMM 3042",1,Pseudomonas marincola,GCA_900116605,1
13102,9.1,"DSM 16733, CCM 7691, CFBP 5447, ICMP 14184, CIP 107708",1,Pseudomonas mediterranea,GCA_000774145,1
12866,"CH50, CH 50","DSM 50017, ATCC 25411, CCUG 1781, CCUG 12440, JCM 5966, BCRC 10458, CCM 3590, CECT 320, CGMCC 1.1804, CIP 75.21, ICPB 3725, IFO 14162, LMG 1223, NBRC 14162, NCIMB 10541, NCTC 10897, VKM B-972, VTT E-99945, IMET 11176",1,Pseudomonas mendocina,GCA_000813265,1
135691,CH 20,"CIP 75.19, ATCC 25412, LMG 5941, NCTC 10898, NCIMB 10542",0,Pseudomonas mendocina,GCA_900455585,1
13133,,"CCUG 43165, CCM 4843, DSM 17966, CIP 105470, CFML 95-321, JCM 21628, IAM 15173, NBRC 103157",1,Pseudomonas migulae,GCA_002091715,1
13138,IPA-2,"DSM 18327, CIP 109614, CCUG 53115",1,Pseudomonas mohnii,GCA_900105115,1
13074,"strain 1, 1","DSM 14164, ATCC 700476, CCUG 38736, CIP 104883, CCM 4844, JCM 21585, BCRC 17534, IAM 15127, LMG 21609, NBRC 103158, VTT E-052919",1,Pseudomonas monteilii,GCA_000621245,1
13157,"RW10, RW 10","DSM 12647, CCUG 53114, CIP 109622",1,Pseudomonas moorei,GCA_008801475,1
13117,,"DSM 17497, ATCC BAA-99, CIP 105259, CFML 90-83, ATCC BAA99",1,Pseudomonas mosselii,GCA_000621225,1
13145,37,"DSM 19186, CIP 103298, CCUG 1424, ATCC 4685, NCTC 8068, JCM 2781, CGMCC 1.1795, IAM 12406, IAM 15111, LMG 2223, NBRC 103159, NCIMB 9394, NRRL B-16",1,Pseudomonas mucidolens,GCA_002091735,1
166168,GL14,"CGMCC 1.13874, NBRC 113853",1,Stutzerimonas nitrititolerans,GCA_003696285,1
13080,"KS 0050, P-6","DSM 14399, ATCC 33634, IAM 1439, JCM 2782, CCUG 12538, IFO 12694, AJ 2282, CGMCC 1.1796, CIP 106747, LMG 21614, MTCC 7932, NBRC 12694",1,Pseudomonas nitroreducens,GCA_002091755,1
13079,,"DSM 9128, ATCC 27162, CCUG 54930, CIP 109591",0,Pseudomonas nitroreducens,GCA_005796065,1
166254,A31/70,"CECT 9981, CCUG 73638",1,Stutzerimonas nosocomialis,GCA_005876855,1
132649,KX 20,"DSM 100277, CGMCC 1.15195",1,Halopseudomonas oceani,GCA_002903165,1
12867,,"CCUG 2087, IFO 13583, DSM 1045, ATCC 8062, NCIB 6576, NCIMB 6576, NCTC 10692, NBRC 13583, JCM 11598, CECT 4079, CFBP 5589, CIP 59.11, IAM 1508, IMI 349020, KCTC 2872, LMG 2229, NCCB 60081, NRRL B-778, VKM B-1522",1,Pseudomonas oleovorans,GCA_002091815,1
12869,"X-59, X 59, 63","DSM 50188, ATCC 17440, ICPB 2750-63, IMET 11177, JCM 5968, NCIB 9946, NCTC 10860, BCRC 11902, CCM 3467, CCUG 51525, CCUG 726, CECT 318, CFBP 2435, CGMCC 1.1806, CIP 66.14, ICPB 3982, IFO 14167, LMG 1225, NBRC 14167, NCAIM B.01176, NCCB 76045, NCIMB 9946, NCPPB 1971, VKM B-1300, VTT E-012029",0,Pseudomonas oleovorans,GCA_002091775,0
13116,,"DSM 17489, CIP 105540, CFML 96-170",1,Pseudomonas orientalis,GCA_001439815,1
13048,"KS0036, L-1, KS 0036","DSM 6835, ATCC 43272, IAM 1568, JCM 2952, CCUG 12540, LMG 7040, CIP 102996, CCM 8845, AJ 2197, CGMCC 1.3392, NBRC 102199, NCIMB 12521",1,Pseudomonas oryzihabitans,GCA_000730625,1
13113,,"DSM 17224, ATCC BAA-1130, CIP 109236, MCC 10330, CCUG 55592",1,Pseudomonas otitidis,GCA_900111835,1
13125,,"KMM 330, CIP 108699, DSM 17577, CCUG 46540, JCM 12285, NRIC 0583, CGMCC 1.7687",1,Halopseudomonas pachastrellae,GCA_001989375,1
13107,PRM16,"DSM 16825, CFBP 4389, ICMP 14253, NCPPB 4278, CCUG 51524, LMG 23076, CIP 107804",1,Pseudomonas palleroniana,GCA_003031675,1
13140,,"DSM 18529, CIP 108524, IMSNU 14100, KCTC 12330, CG 20106, IMSNU 14101",1,Pseudomonas marginalis,GCA_007858175,1
13164,Esp-1,"DSM 21819, CCM 7469, MTCC 8990",1,Pseudomonas panipatensis,GCA_900099785,1
12760,"PA7, R. Hugh 813","DSM 1128, ATCC 9027, CIP 82.118, DSM 1385, WDCM 00026, CCUG 22801, CCM 1961, IAM 10374, IFO 13275, JCM 23217, BUCSAV 278, IAM 13074, JCM 14171, NBRC 13275, NCIMB 8626, NRRL B-800, CIP 72.26, IMET 10905, NCTC 12924, CECT 111, LMG 8029, CMCC (B) 10104",0,Pseudomonas paraeruginosa,GCA_001294675,1
13108,CB-1,"DSM 17004, AJ 2129, IFO 16636, JCM 11244, NRIC 0501, BCRC 17511, CIP 107617, NBRC 16636",1,Pseudomonas parafulva,GCA_000425765,1
140300,WS 4672,"DSM 29164, LMG 28439",1,Pseudomonas paralactis,GCA_001439735,1
13176,CL-AP6,"DSM 25163, JCM 15562, KCCM 90073",1,Halopseudomonas pelagia,GCA_000410875,1
13130,R-20805,"DSM 17833, CCM 7693, LMG 23201, CCUG 53775, CIP 109374",1,Pseudomonas peli,GCA_012986145,1
13137,2205,"DSM 18268, ATCC 190, CCUG 7832, CIP 106696, IFO 14163, JCM 11590, LMG 1874, NBRC 14163",1,Halopseudomonas pertucinogena,GCA_014646575,1
13086,,"CCUG 49623, CIP 106493, DSM 15088, ATCC 700383, FPC 951, JCM 13297, BCRC 17517, IAM 15126, JCM 21584, LMG 21750, LMG 23766, NBRC 103162, NCIMB 13649, VTT E-072699",1,Pseudomonas plecoglossicida,GCA_000688275,1
13083,P527/13,"DSM 14936, LMG 21465, CCUG 51512, CCM 7506, CIP 108181",1,Pseudomonas poae,GCA_001439785,1
13132,H3-R18,"DSM 17875, KACC 11517, CCUG 69581, JCM 16393, CIP 109373",1,Pseudomonas pohangensis,GCA_900105995,0
158812,M5,"CCTCC AB 2017186, KCTC 62119, CICC 24308",1,Pseudomonas profundi,GCA_008638305,1
13095,,"DSM 15321, CCM 7690, CCUG 51515, CMS 64, CIP 108464, MTCC 4994",1,Pseudomonas proteolytica,GCA_007858275,1
13120,E-3,"DSM 17535, JCM 10889, CCUG 53877, CIP 107901",1,Pseudomonas psychrophila,GCA_001043005,1
13105,C36,"DSM 15758, LMG 21977, CCUG 51516, CIP 108579",1,Pseudomonas psychrotolerans,GCA_012985915,1
24438,LMT03,"DSM 27507, CECT 8089, LMG 26839, CIP 110366",1,Pseudomonas punonensis,GCA_900142655,1
12871,"90, A 3.12","DSM 291, ATCC 12633, DSM 50202, ICPB 2963, NCTC 10936, WDCM 00117, JCM 13063, ATCC 23467, BCRC 10459, CCM 7156, CCUG 12690, CCUG 2091, CECT 324, CFBP 2066, CIP 52.191, DSM 50906, HAMBI 7, HUT 8100, IAM 1236, ICMP 2758, IFO 14164, JCM 3697, KCTC 1644, KCTC 1751, LMG 2257, NBRC 14164, NCCB 68020, NCCB 72006, NCIMB 13936, NCIMB 9494, NCIMB 9528, VKM B-1301, VKM B-2187, VTT E-92005",1,Pseudomonas putida,GCA_000412675,1
134979,,"CIP 55.5, ATCC 795, IAM 1505, NCDO 754, NCIMB 8176, CCUG 2082, IFO 3773, NRRL B-252, NRRL B-21, JCM 20187",0,Pseudomonas putida,GCA_005930545,1
140983,ID3,"LMG 29328, CCOS 865, CIP 111525",1,Pseudomonas reidholzensis,GCA_900536025,1
13139,MT1,"DSM 18361, CCM 7743, CCUG 53116, CIP 109621",1,Pseudomonas reinekei,GCA_001945365,1
13147,,"DSM 21078, ATCC 14235, CCUG 4439, CIP 61.9, LMG 2274, NCIMB 9280",1,Pseudomonas resinovorans,GCA_000423545,1
13096,IH5,"CCUG 51518, CIP 108243, DSM 16299, CECT 5726, LMG 21640",1,Pseudomonas rhizosphaerae,GCA_000761155,1
13072,,"CCUG 38732, LMG 17764, CCM 4734, JCM 11940, DSM 14020, CIP 104664, NCIMB 13509, CFML 92-111",1,Pseudomonas rhodesiae,GCA_007858255,1
13169,J64,"DSM 23971, JCM 14963, KCTC 22137",1,Halopseudomonas sabulinigri,GCA_900105255,1
24439,CC-OPY-1,"DSM 27945, BCRC 80399, JCM 18195",1,Pseudomonas sagittaria,GCA_900115715,1
166315,16W4-4-3,"CGMCC 1.13350, KCTC 72619",1,Pseudomonas saliphila,GCA_008638345,1
158046,584-1,"DSM 107228, LMG 22120, CFBP 2022, ICMP 14252, NCPPB 4277, CIP 107802",1,Pseudomonas salomonii,GCA_001730645,1
13187,"102 G, 102G","DSM 9751, CIP 109856",1,Pseudomonas saponiphila,GCA_900105185,0
12927,,"DSM 19341, ATCC 13522, CFBP 1670, ICMP 4352, LMG 2209, NCPPB 639, CIP 103721, PD 118",1,Pseudomonas savastanoi,GCA_001401285,1
13151,"FR1439, FR 1439","DSM 18913, CIP 108523, IMSNU 14101, KCTC 12331, CCUG 54777, IMSNU 14100",1,Pseudomonas segetis,GCA_900188155,1
13152,OLi,"DSM 18861, CCUG 50988, CECT 7078, CIP 109526",1,Pseudomonas simiae,GCA_001730615,1
170903,P7,"CCUG 74260, CECT 30107, DSM 111230",1,Pseudomonas sivasensis,GCA_013778505,1
13128,CB-7,"DSM 17727, IAM 1598, JCM 2783, NRIC 0164, CCUG 12539, ATCC 33636, CIP 106745, CCM 7503, AJ 2124, CGMCC 1.1797, IFO 16665, LMG 21615, NBRC 16665",1,Pseudomonas straminea,GCA_900112645,1
12996,"221, AB 201","DSM 5190, ATCC 17588, NCIB 11358, NCPPB 1973, CCUG 11256, LMG 2333, CCM 4557, JCM 5965, CECT 930, CGMCC 1.1803, CIP 103022, IAM 12668, IFO 14165, LMG 11199, NBRC 14165, NCIMB 11358, NCTC 12262, VKM B-975",1,Stutzerimonas stutzeri,GCA_000219605,1
12997,DNSP21,"DSM 6082, LMG 18520, CIP 107691, CCUG 44594",0,Stutzerimonas frequens,GCA_002890935,1
12998,19SMN4,"DSM 6084, LMG 18521, CIP 107690, CCUG 44593",0,Stutzerimonas decontaminans,GCA_000661915,1
12999,KC,"DSM 7136, CIP 107462, ATCC 55595",0,Stutzerimonas stutzeri,GCA_002890795,1
13003,AW-1,"DSM 13592, KCTC 12116, CCUG 51509, ATCC BAA-443, JCM 21638, IAM 15183, NBRC 102227, CIP 107870",0,Stutzerimonas stutzeri,GCA_000495915,1
13013,MD 41.1,"CCUG 711, NRRL B-927, NCTC 10475, LMG 1228, CIP 59.54, DSM 50227, ATCC 11607, ICPB 2445, NCIB 9721, CIP 63.21, NRRL: B-927, LMG 2334, NCIMB 9721, CCEB 522",0,Stutzerimonas stutzeri,GCA_002843895,1
13014,419,"DSM 50238, ATCC 17832, ICPB 2737-419, CCUG 44596 A, LMG 14935, CIP 107692, CCUG 44596",0,Stutzerimonas degradans,GCA_002891015,1
134668,,"CIP 107697, CCUG 29243",0,Stutzerimonas stutzeri,GCA_000267545,1
136683,,"CIP 107689, CCUG 44592, ATCC 17591",0,Stutzerimonas stutzeri,GCA_002890835,1
137565,632,"CIP 107696, CCUG 16156, ATCC 14405, LMG 2243, NCIMB 568, JCM 20778, IAM 12931",0,Stutzerimonas stutzeri,GCA_000237885,1
13065,,"DSM 18928, ATCC 9890, CIP 59.22, LMG 2335, NCDO 757, NCIMB 8178, NCTC 10969, CCUG 50208, NCTC 10696, LMG 2190, NRRL B-780, JCM 11599, CCEB 293, IAM 12356, IFO 3913, NBRC 3913",1,Pseudomonas synxantha,GCA_001439725,1
13024,,"DSM 10604, ATCC 19310, ICMP 3023, ICPB PS255, NCPPB 281, CIP 106698, CCUG 14279, LMG 1247, DSM 6693, CRBIP25.27, CCEB 760, PDDCC 3023",1,Pseudomonas syringae,GCA_000597765,1
24433,MS-3,"DSM 25633, JCM 16046, KACC 14032, KCTC 22612, NBRL 105641, CCUG 69583",1,Pseudomonas taeanensis,GCA_000498575,1
13148,,"DSM 21104, ATCC 4683, CCM 1982, CIP 103299, JCM 20238, NCTC 10697, NRRL B-14, CCUG 560, LMG 2336, ATCC 17466, BCRC 11013, CCEB 381, CFBP 5592, IAM 1653, IFO 3460, KCTC 12501, NBRC 3460, NCIMB 9396, NCTC 8067, NRRL B-731, OUT 8256, VKM B-904",1,Pseudomonas taetrolens,GCA_001042915,1
13180,CMS,"DSM 21245, BCRC 17751",1,Pseudomonas taiwanensis,GCA_000425785,1
13075,CM3,"CCUG 54623, DSM 14292, KCTC 12117, LMG 21284, CIP 107795",1,Pseudomonas thermotolerans,GCA_000364625,1
13066,,"CCUG 54622, DSM 13194, CFBP 11261, JCM 11941, LMG 21626, CIP 109843, CFBP 5754",1,Pseudomonas thivervalensis,GCA_001269655,1
13053,B26,"CCUG 23369, CCUG 32782, DSM 19342, ATCC 33618, CFBP 2068, ICMP 2290, LMG 2342, NCPPB 2192, JCM 21583, BCRC 13200, CECT 4472, CIP 106735, IAM 15125, ICMP 12833, ICMP 12843, NBRC 103163, ICMP 12883, PDDCC 2290",1,Pseudomonas tolaasii,GCA_002813445,1
13084,P513/19,"CCUG 54627, CCM 7505, DSM 14937, LMG 21464, CIP 108182",1,Pseudomonas trivialis,GCA_001439805,1
13099,Ps 3-10,"DSM 16611, KACC 10847, LMG 21317, CCUG 54631, JCM 16394, BCRC 17504, CIP 108618",1,Pseudomonas umsongensis,GCA_002236105,1
164374,T3,"JCM 32830, ACCC 60124",1,Stutzerimonas urumqiensis,GCA_003640395,1
166820,20TX0172,"CIP 112022, NCIMB 15426",1,Pseudomonas uvaldensis,GCA_021271205,1
13123,DhA-51,"CCUG 49675, DSM 17555, ATCC 700688, CIP 106707",1,Pseudomonas vancouverensis,GCA_004348895,1
13055,92-134,"DSM 11331, CIP 104663, CCUG 43519, LMG 17761, ATCC 700474, ATCC 700272, CFML 92-134, JCM 11942, CCM 7013, CFBP 4304, VTT E-052828",1,Pseudomonas veronii,GCA_001439695,1
13016,PV6,"DSM 11124, ATCC 13223, DSM 6694, NCPPB 635, CIP 106699, CCUG 23371, LMG 2352, NRRL B895",1,Pseudomonas viridiflava,GCA_001305955,1
13150,2B2,"DSM 16006, CCM 7279, CIP 109460",1,Pseudomonas vranovensis,GCA_000425805,1
140982,ID2,"LMG 29327, CCOS 864, CIP 111526",1,Pseudomonas wadenswilerensis,GCA_900497695,1
132438,WS 4993,"DSM 29166, LMG 28437",1,Pseudomonas weihenstephanensis,GCA_001043055,1
13135,,"NRIC 0617, DSM 18231, CCUG 46543, JCM 12468, KMM 1447, LMG 23572, CIP 109222",1,Stutzerimonas xanthomarina,GCA_024328335,1
24437,BY-1,"DSM 27927, ACCC 05688, KACC 15471",1,Pseudomonas zeshuii,GCA_900141925,0
13400,,"DSM 45401, BCC 28481, NBRC 104274, NRRL B-24609, GMKU 095, TISTR 1862, JCM 16707, CIP 110060",1,Pseudonocardia acaciae,GCA_000620785,0
13384,Y-16303,"DSM 44660, AS 4.1536, CCTCC AA 97001, CIP 107367, JCM 11837, CGMCC 4.1536",1,Pseudonocardia alaniniphila,GCA_022524485,0
13393,"H9, CMGCC 4.1877","DSM 44958, CGMCC 4.1877, JCM 12462, CIP 109186, CGMCC 4.11877",1,Pseudonocardia ammonioxydans,GCA_900115005,0
13388,"DVS-5a1, MTCC-4297","DSM 44749, MTCC 4297, JCM 12172, CIP 108584, DVS 5a1",1,Pseudonocardia antarctica,GCA_013408715,0
13369,580,"DSM 44247, IFO 16224, NBRC 16224, JCM 10410, CGMCC 4.1535, CIP 105685, IMSNU 22142, NCIMB 13544",1,Pseudonocardia asaccharolytica,GCA_000423625,0
13324,"394, Kodai","DSM 535, ATCC 19727, CBS 466.68, DSM 40011, DSM 43210, IFO 12743, ISP 5011, KCC S-0348, NBRC 12743, RIA 1008, JCM 4348, BCRC 12444, CCM 2750, CECT 3301, CGMCC 4.1211, CGMCC 4.1297, CIP 107114, IMET 7646, IMSNU 11005, IMSNU 20050, KCTC 1816, KCTC 9564, KCTC 9574, NCIMB 9810, NRRL B-11275, VKM Ac-941",1,Pseudonocardia autotrophica,GCA_002119215,0
13386,SL-1,"DSM 44698, ATCC BAA-742, JCM 12679, NCIMB 14322",1,Pseudonocardia chloroethenivorans,GCA_001313845,0
13392,CB 1190,"DSM 44775, ATCC 55486, JCM 13855",1,Pseudonocardia dioxanivorans,GCA_000196675,0
140347,ATK03,"DSM 104088, CECT 9183",1,Pseudonocardia nigra,GCA_019396355,0
13356,78,"DSM 43193, ATCC 15777, DSM 655, IFO 14406, IMET 7162, JCM 3378, JCM 3394, NBRC 14406, NCIB 9438, BCRC 13694, CGMCC 4.1532, CIP 104515, IFM 0243, IMSNU 22072, KCTC 1060, MTCC 273, NCIMB 9438, NRRL B-16301, NRRL B-3075, VKM Ac-865",1,Pseudonocardia petroleophila,GCA_014235185,0
13391,LM 141,"DSM 44797, IMSNU 50581, JCM 11935, KCTC 9991, NRRL B-24156, BCRC 16382, CIP 108013",1,Pseudonocardia spinosispora,GCA_000429025,0
13370,592,"DSM 44248, IFO 16205, NBRC 16205, JCM 10411, CGMCC 4.1533, CIP 105686, IMSNU 22143, NCIMB 13545, VTT E-073032",1,Pseudonocardia sulfidoxydans,GCA_007989085,0
13395,K1,"DSM 44239, CIP 109050, CCUG 52126, JCM 14745",1,Pseudonocardia tetrahydrofuranoxydans,GCA_001313405,0
